AUC_inf,Cmin_A,Cmin_Ts,Cmin_Tm,Ts_supp,Tm_supp,TO_1min,TO_2min,TO_1mean,TO_2mean,TO_1max,TO_2max,TO_pmin,TO_pmean,TO_pmax
1950014.34960561,180.459887540077,0,0.000356567771445335,3.43708213470589e-12,2.42859699422855,99.8621330042396,99.9910855984335,99.7282408049906,99.7826841015303,99.9755465684642,99.9980305179111,99.8695805022037,99.9987624348087,99.9998711787763
925145.065146472,18.1679506603278,0,494.140317357494,5.44153117008463e-07,2.72784394250635,0.000860752536047615,0.0125179659217827,0.0174012364747456,0.25308603367046,0.0797090312803839,1.15931247270875,98.7207856007291,99.8417960721353,99.9627653181869
1938544.51423516,177.35204415243,0,5.25521399550716,3.09227699403535e-10,50.5180041544928,48.359400444474,93.7886392466102,72.5706046531165,96.9194623476327,84.4286963739295,98.5741297843138,78.6610123720985,97.7229240516765,98.1618221217383
925295.354852572,18.1986993619543,0,261.859833320441,4.47652048118776e-07,35.901387379559,0.0196786862020346,0.28601180304201,0.396011041805562,5.75992359299474,1.75486710386112,25.4547757403019,95.0672828421598,96.9307400954298,95.8558690873189
1902096.16504685,175.217009703107,0,0.00209170800170001,3.94999694991371e-13,4.0231489199983,99.0693936852004,99.9743507213169,99.5447803118683,99.7751231183805,99.9124227298108,99.9943488291714,89.3212887650064,99.9992646212208,99.9996706479434
1961038.85778918,181.817573048118,0,0.000177837824020156,1.9647805604504e-11,0.00309426517597984,66.025595340278,96.3901583232614,82.9833027480331,98.119608198286,91.0173953461062,99.1787320840576,96.0972671289694,98.9181712715673,99.3307487270514
1950999.44582365,180.773864457565,0,0.00152451129482948,1.43120248742196e-11,0.147308679705171,91.2472134342696,99.3706717492103,96.0158567757207,99.4975658782405,98.2955776013883,99.8601730601917,99.0713776979641,99.7353479167447,99.9645229233164
930262.987088248,19.5017013614321,0,17.3159309536574,3.7184165617795e-09,2.68173183634256,0.0261236985971807,0.372997431688639,0.478853707630221,6.95505768684372,2.00819607545995,28.2381316651163,79.5592195672538,86.1102648400325,85.6482623547961
925203.606866686,18.1822140030413,0,712.741626739998,1.29621852235379e-06,5.35264566000194,0.00116985369815369,0.0170103237566775,0.0236282578968464,0.343650390536901,0.108220433040737,1.57401841486138,34.4583038910943,93.4565501916291,95.2739653145351
1881008.18384038,173.345950834501,0,0.00296138735739024,6.06222972056952e-13,0.21269260764261,75.879205412822,99.3853376271683,93.7837007965795,99.5089799041808,97.6754558409575,99.8639855925953,87.3046686082144,99.9998435539095,99.9998059018173
