AUC_inf,Cmin_A,Cmin_Ts,Cmin_Tm,Ts_supp,Tm_supp,TO_1min,TO_2min,TO_1mean,TO_2mean,TO_1max,TO_2max,TO_pmin,TO_pmean,TO_pmax,TO_plast,TO_1last,TO2last
206724.445020294,20.7137916111145,0.00230853342658312,0,2.12458325610492,0,88.0212302513943,99.9646965557368,99.1516966817569,99.9377555606637,99.7976144021686,99.9910477506529,99.9599886381723,99.8997330491718,99.9902533632746,99.9902533632746,99.775425633916,99.9910477506529
6401.15083129296,0.00332810239108128,403.568356149091,0,31.5098723035065,0,0.706551828174484,7.05757232042389,1.60180815852495,17.8551533694217,2.06639882587928,25.1125656235201,2.80767163131515,9.79717390289427,27.1238745659142,3.65922610875888,1.04006896341352,9.02782375400306
208405.357509989,19.5133643593509,1.87281732856774,0,46.9645098294328,0,6.20395757067025,62.4496152327132,18.2224006730096,76.3423189430292,7.37529432177245,46.753274727883,55.9690102447661,79.6293196060873,82.1863937072232,84.1495763275191,31.453670123592,86.7831114639286
6919.92064104303,0.0618095257328738,216.689331596722,0,44.0426582838278,0,1.17220993155187,11.2970338444154,2.63600985460159,26.5449658396084,3.427805923674,39.1938195790752,4.62661145040954,15.3862582982475,40.1513703131385,6.02547299343544,1.73123177458427,14.3330557996253
98893.532303921,0.189293140171952,0.232540871666764,0,3.29212562526392,0,51.546548368198,99.7108718273294,75.1796064034943,99.9384733119496,86.3434125174657,99.9600198364527,96.1271454097171,99.8800388574316,99.9461672654788,99.9016929475863,67.6608215645912,99.9386379797119
235825.108245367,26.3932913604709,0.000334370924827455,0,0.0025308172426528,0,21.7568027141042,78.5717632104911,43.5068265025906,90.2168239448662,41.2047612114059,94.0237739630722,74.7052736865161,89.9187762447346,92.272410690188,91.4866012896644,53.5215952539222,92.9193793670416
224222.425611279,24.5413700317531,0.0318766067464644,0,0.0984478658577075,0,65.0965069089625,96.1362809004578,84.6293333696374,98.528994037743,89.6578268541457,99.0564641093922,95.1358323106499,98.4018568444711,99.1011616994623,98.598871619436,88.1589082461945,98.8583473396962
132034.266239953,15.5534776675967,16.0660907950215,0,1.44468646448655,0,5.21516794778725,42.0943274881252,12.9421810912654,64.9706691648857,18.0428666588969,73.1174099091186,31.265033253102,61.0088109125983,81.2166268580512,55.7883207196919,14.808134110739,66.4729644775059
7622.75557805407,0.143859793773681,583.229470013278,0,45.5634538084425,0,0.488548514390318,5.04536245340016,1.10504584572706,12.9661641605758,1.41011044511489,16.9325099421136,1.98758194975512,6.99097337204354,20.3843091804128,2.62805949120495,0.729338753014138,6.56634251412004
80041.3958416965,0.336162045809589,0.0252356326706015,0,0.163599888321203,0,95.2130890347569,99.765534641495,97.8595683444678,99.9522750628099,98.6777730221559,99.9713584592036,99.2731148173191,99.8756313484211,99.9467347610461,99.5315154647093,97.016412132245,99.8572409515177
81365.7636546389,9.46297017560806,1.90218151325955,0,1.22258721910441,0,35.3400558880732,87.7559878287066,57.4982656539106,94.4922137958384,66.0320122744687,96.11287982195,79.0332255720426,92.5451267247592,97.045377555801,89.3717758636124,58.0994615649234,94.0115673292932
8083.85199296619,0.19479263840397,60.4244642707739,0,16.3415692973101,0,3.86162819920712,30.4141519391004,8.36437481177498,54.9144596607593,11.4936893952388,68.1653920520116,14.3091720950793,38.2135077625351,70.8572793388818,18.2496866159527,5.69509654220589,36.7358213457493
