AUC_inf,Cmin_A,Cmin_Ts,Cmin_Tm,Ts_supp,Tm_supp,TO_1min,TO_2min,TO_1mean,TO_2mean,TO_1max,TO_2max,TO_pmin,TO_pmean,TO_pmax
294837.882164263,139.34785712805,0.000487342092247034,0,2.12640444743926,0,99.906588660481,99.9949153527087,99.6776148456255,99.8653442380097,99.906588660481,99.9949153527087,99.9945561037257,99.7584711314622,99.9945561037257
4529.2569566706,0.00189709137889452,403.571460337589,0,31.5067681150088,0,0.693898629600032,4.01710168961218,5.26324151850559,41.9717387603353,13.3920385566546,75.5062336086895,1.619993173565,26.6573804900817,77.0305390337141
285600.849513769,135.174436966308,1.08851473166337,0,47.7488124263371,0,46.6878893247101,91.4935199158148,49.7745235906827,92.5466337501399,29.5254776945439,78.6144905258901,89.8031273910171,92.3395890478273,92.4518016808523
13463.5919970826,0.0363181777816639,70.8279847628014,0,189.904005117748,0,1.17855320955067,6.7486540669187,8.46075317706265,54.6686189018063,20.8896963787,83.5461612587506,2.77128799781884,37.102074059933,87.8678547718882
263579.0351436,86.6050416424209,0.00308983285466976,0,3.52157666407602,0,90.9576302236701,99.992079245803,98.1223165943521,99.954185406579,99.3932617012178,99.992079245803,99.9909549365897,99.9197354996989,99.991866991236
302279.752998578,151.657129678231,0.000158251894654744,0,0.00270693627282551,0,65.6054413443032,95.3665247799943,70.0754359797682,96.4205103936817,56.896153255155,96.9350217116737,94.4388599365595,95.7731717657443,96.1276481907182
297297.8628233,144.055284135928,0.0151053109732424,0,0.115219161630929,0,92.6846519222427,99.2906629571939,94.286757081788,99.4941100537641,95.0280891875461,99.5186925895823,99.1372606070215,99.3844396191546,99.3811571315619
179090.565356968,65.4057972921912,9.03076276806082,0,8.48001449144726,0,22.1768573274187,74.8393539437358,31.5183907621254,85.3500252716771,39.9740533392618,90.8990842505279,65.6697407162451,83.0143211644785,96.2468641520745
6281.72832883481,0.0880492884068266,582.925939068984,0,45.8669847527366,0,0.507029504481461,3.05038767470341,3.67447546731512,33.1713217342317,9.0112404057168,67.2230713960319,1.2259519099109,20.1079628358898,69.7043070794282
250775.042499233,64.7685530272556,0.00295983292989791,0,0.185875688061906,0,99.1998543535692,99.9947158823646,99.7199562726321,99.9953556259361,99.8567217108425,99.9956402886142,99.9945108974155,99.9941059941377,99.9959768467326
129654.756826796,28.4741304837533,0.964933807001292,0,2.15983492536266,0,67.8097366131446,95.4248708376344,81.429810093357,98.2462573348977,87.9511110452596,99.1035839531407,91.9003624932377,97.3562068168557,99.449657763495
26077.808475439,0.12229548482206,19.0549398623071,0,57.711093705777,0,4.08076122661687,20.9811470545002,23.7782948677377,80.3673719165508,46.6520588640726,94.3639806790049,9.48899736986478,65.5803756684674,97.1532028510373
272268.628950833,101.207692363555,0.00200559383403031,0,5.54040200246359,0,97.2975477127404,99.9945326891578,99.5532958477576,99.912497105984,99.3956400545697,99.9945326891578,99.994118505578,99.8434024701056,99.994118505578
248978.584910267,81.6376075488637,0.0445675843562949,0,0.218104785510719,0,96.0627645037144,99.6300178554849,97.4437632112363,99.7941470116053,98.1871790246011,99.8449770915293,99.5038279724082,99.7310128093139,99.7831564667169
302239.375720184,151.635547875209,0.00014761788885319,0,0.0753760985751198,0,94.6178150819497,99.477921034518,91.8777487657156,98.3418582273139,66.4889366549939,88.252574674997,99.3685431784293,97.503473879777,93.2530423077565
68679.5808737952,0.216083962049422,17.8821239534286,0,84.7388980298753,0,3.43152420934481,18.6597507135894,19.4074675451143,77.1832165819482,40.1350400929646,96.249070063533,8.30964648147766,55.7178755228989,94.6015575616408
