,0,1,2,3
0,2.428953562,16.89904187,0.005240392,1.0
1,496.8681613,0.071908823,0.115196559,1.0
2,55.77321815,200.5022293,15.34475051,0.0
3,297.7612207,0.964481474,1.273995383,0.0
4,4.025240628,5.086235458,0.005433574,1.0
5,0.003272103,24.80470766,8.926106577,0.0
6,0.148833191,1.081542273,1.250556422,0.0
7,19.99766279,0.077996767,34.18530152,0.0
8,718.0942724,0.140881341,7.093606842,1.0
9,0.215653995,0.195215341,0.001015142,1.0
10,3.56854927,0.052041852,2.505695628,0.0
11,87.66836733,0.502655397,1.16593686,1.0
12,6.329541888,10.62203939,0.003602709,1.0
13,0.299977174,0.159932502,0.404092691,1.0
14,0.086249616,279.7465692,0.961062125,1.0
15,117.1952885,4.034845117,2.383441395,0.0
16,182.5178291,0.396011396,564.7935982,0.0
17,0.251775774,0.054094797,0.271365495,1.0
18,0.883195896,0.034344017,0.025459973,1.0
19,120.7601716,1.29853145,572.0515697,0.0
20,0.17684473,169.8229432,17.70600861,0.0
21,0.163783498,0.23433722,523.8519965,0.0
22,1.094361158,1.170194952,37.72002387,1.0
23,0.038849507,0.348455099,2.431394408,1.0
24,0.882112225,3.876067859,12.15357301,0.0
25,0.012723001,2.236004573,127.4673145,0.0
26,240.8029486,2.166080042,0.163027439,1.0
27,0.003007643,0.45935321,254.4478287,0.0
28,124.9777421,0.197326397,3.251649139,0.0
29,3.50297157,52.07140848,281.2429922,0.0
30,6.345983214,13.15852455,0.494514094,1.0
31,264.7604041,2.852446857,0.974745047,0.0
32,573.0669479,231.1212506,65.07260928,0.0
33,88.41162757,0.221302878,2.167740423,0.0
34,0.079232903,0.125867229,0.004926506,1.0
35,173.3461071,23.56578695,1.811871911,0.0
36,0.001597706,0.247295885,55.82402928,0.0
37,17.65085542,69.73961647,0.205340009,1.0
38,1.442124203,0.920911022,0.028060161,1.0
39,0.092344534,0.040496127,0.278785941,1.0
40,9.265444991,0.058220695,0.00369395,1.0
41,468.7942859,1.742207867,91.20399453,0.0
42,1.37311579,40.90238333,690.821508,0.0
43,0.402988859,261.1433902,0.005943823,1.0
44,0.46958717,60.21951869,0.12714897,1.0
45,27.10288958,102.1617846,6.534943489,0.0
46,2.309002328,1.731441788,0.462601115,1.0
47,0.023699536,88.48143483,129.7939967,0.0
48,0.063589794,208.831972,0.01059979,1.0
49,228.7603967,1.768505094,8.587840689,0.0
50,0.054575987,0.334851411,0.001674971,1.0
51,0.117799039,80.79990428,2.237352495,1.0
52,0.028312587,8.861761535,501.6582014,0.0
53,0.902153435,0.05998439,0.193672335,1.0
54,60.01621918,191.780758,0.042943341,1.0
55,0.001892569,0.334378504,115.8151749,0.0
56,0.004942237,64.48248069,248.0409772,0.0
57,0.325532583,22.61470251,0.104585736,1.0
58,0.206063869,0.068000808,0.986893836,0.0
59,1.243163705,8.434878995,169.1142658,0.0
60,0.064620574,165.0007756,2.75756387,1.0
61,0.033929556,0.467999153,2.842213927,0.0
62,16.51743519,3.620381006,0.004515672,1.0
63,0.044170373,1.312295569,0.009781088,1.0
64,0.017252972,50.44672548,0.001538003,1.0
65,1.480200627,54.76162015,10.90087027,0.0
66,340.1417897,0.026981738,0.031983285,0.0
67,0.008946399,0.076975145,1.183806171,1.0
68,0.028793657,4.394739055,580.9875948,0.0
69,822.9736187,1.023797029,0.123831274,1.0
70,0.070716902,0.074571221,0.014133336,1.0
71,0.328869348,40.50265696,0.052384997,1.0
72,14.59833216,0.05272561,0.062361053,1.0
73,0.006988053,0.891695169,0.010291983,1.0
74,0.438439026,0.211696622,0.005494535,1.0
75,5.819287308,128.4188466,0.070184572,1.0
76,302.2068113,0.022519764,0.001515359,1.0
77,43.63624368,0.034481406,13.63788716,0.0
78,0.807384832,0.42335899,716.5276573,0.0
79,0.093902091,0.04230105,0.004621404,1.0
80,227.069206,0.214245261,0.013579754,1.0
81,0.002250794,2.308489654,11.39009257,0.0
82,0.01666087,38.24345654,0.108397484,1.0
83,2.511161953,27.62852001,21.17751216,0.0
84,748.3023939,34.49913226,126.1099031,0.0
85,0.367859288,9.239922172,0.168169781,1.0
86,0.139925156,76.01671126,0.710837043,1.0
87,0.006943171,56.55848624,0.075998822,1.0
88,0.388083731,231.1006054,341.4119287,0.0
89,3.264789721,0.11661522,3.477063368,1.0
90,544.5666188,7.207125934,0.003704165,1.0
91,5.131670214,202.5890445,13.73023968,0.0
92,41.60798001,0.429069087,0.15034756,1.0
93,9.024741409,50.63794871,2.734284493,1.0
94,0.009610634,0.64112949,206.3963632,0.0
95,792.4476226,0.056488287,0.154499517,1.0
96,57.87985679,0.108227958,0.238825544,1.0
97,958.1864603,0.173836858,0.003707101,1.0
98,0.003930561,2.548982997,0.017951723,1.0
99,0.017364037,3.520733177,0.004953468,1.0
100,1.151841106,116.843852,0.383895644,1.0
101,0.076239573,1.400205897,0.02233741,1.0
102,890.2898971,77.85899607,21.09756499,1.0
103,202.9635778,0.125235587,0.012082632,1.0
104,6.087959956,0.091259347,0.026399877,1.0
105,249.0125638,2.231761511,647.8025741,0.0
106,0.142245144,40.01364448,16.29555699,1.0
107,1.92875655,16.09257138,0.00232827,1.0
108,0.013238058,162.3947394,5.058406749,0.0
109,0.005451574,1.879836054,0.038972276,1.0
110,0.002863509,127.7478225,0.02562328,1.0
111,26.40117797,0.654963527,0.003462822,1.0
112,388.803864,0.230363843,46.53393621,0.0
113,0.25398319,2.106981283,0.367152956,1.0
114,0.001021105,0.728379201,14.39810299,0.0
115,0.435496079,0.201924457,1.22369828,0.0
116,0.105408788,16.88697255,2.522943207,1.0
117,18.57596182,0.423018424,4.919473821,1.0
118,215.1721245,0.02599359,9.820465212,0.0
119,0.046968173,30.02471837,20.66951326,0.0
120,21.80014957,148.5865168,2.004047558,1.0
121,0.035390975,0.443602371,0.713344347,1.0
122,17.1061869,33.70246532,0.037350459,1.0
123,625.9635284,18.37303049,6.310655696,0.0
124,0.296206654,1.15842038,18.46548555,0.0
125,0.081184925,110.4244891,0.074290144,1.0
126,1.725363552,30.54894795,0.027690821,1.0
127,60.45025954,193.7100939,14.20068943,1.0
128,0.036296677,24.54968987,29.34081507,0.0
129,0.120741053,0.804807475,126.0251406,0.0
130,0.08881479,160.206393,2.142491053,1.0
131,0.001416403,0.029750164,0.094560391,1.0
132,6.410579139,0.059618661,0.226379871,1.0
133,0.002718905,3.274804638,12.54740487,0.0
134,0.002892542,5.279938588,145.2138881,0.0
135,0.086429178,1.148695173,56.95650333,0.0
136,0.012996255,1.090015307,736.484083,0.0
137,0.001539244,12.63883366,327.8187202,0.0
138,445.1319663,44.30682694,0.007895254,1.0
