,T0,thalf,KD,y_test,y_pred
0,47.94600111,13.27013976,0.285197495,1.0,1.0
1,903.5436125,4.857920873,0.003159454,0.0,0.0
2,44.00345322,4.35649409,88.62845868,0.0,0.0
3,0.655062591,123.665295,0.680010214,1.0,1.0
4,8.148792544,73.30626848,1.659192386,1.0,1.0
5,0.013530737,0.109618312,180.4018881,0.0,0.0
6,87.05263800520737,0.2992458696976498,0.7756884791230697,0.0,0.0
7,72.2496849,13.00495997,0.004598253,1.0,1.0
8,1.74074854,0.054530789,1.045102317,1.0,1.0
9,0.308272888,9.454009184,12.47763591,1.0,1.0
10,152.2907517,0.230557121,102.7083119,0.0,0.0
11,0.001072451,1.231480312,293.4979365,0.0,0.0
12,367.4862767883784,7.873997598543064,21.245676783573135,0.0,0.0
13,10.70904021,0.023937123,60.66884406,0.0,0.0
14,197.9382786,3.319860231,0.18638219,0.0,0.0
15,1.155062544,0.030168641,37.73587226,0.0,0.0
16,0.236353298,6.829365693,0.042263291,1.0,1.0
17,0.00146931,0.137062349,366.798267,0.0,0.0
18,0.44154300480227915,0.2190470342510094,336.14599679717617,0.0,0.0
19,0.461670853,3.176613552,5.102731354,1.0,1.0
20,6.783113207,0.618438701,2.096973649,1.0,1.0
21,75.84726609881331,0.2441393031078031,672.1170022809458,0.0,0.0
22,8.978438636,0.650804638,52.82697461,0.0,0.0
23,1.043171157,0.094507289,0.116780942,1.0,1.0
24,0.864321317,98.15818609,0.167592314,1.0,1.0
25,0.003059637,0.062462035,0.823621964,1.0,1.0
26,21.45953984,1.338876141,5.81023803,0.0,1.0
27,709.664728,22.0541318,1.730256966,0.0,0.0
28,0.0026890584517794774,0.06975956589199764,58.923810725206955,0.0,0.0
29,507.7636227,0.030357502,70.47506267,0.0,0.0
30,9.491870872,0.030057902,0.032376495,1.0,1.0
31,45.76627148,0.019137325,13.24802244,0.0,0.0
32,3.084591369,7.248893181,13.627781,1.0,1.0
33,40.72049772,0.292862492,0.086217736,0.0,0.0
34,912.4277221,0.116507848,0.069061496,0.0,0.0
35,0.001903652,41.94172399,0.358101878,1.0,1.0
36,305.9826286,0.851916102,0.065949302,0.0,0.0
37,0.504861869,11.76432883,0.008830521,1.0,1.0
38,0.091443616,3.859905689,44.7651168,0.0,0.0
39,33.46611615,209.3075443,7.841374956,1.0,1.0
40,3.504331453,0.052472991,8.953410564,1.0,1.0
41,0.1828369,0.066132767,27.74876054,0.0,0.0
42,132.5766076,0.14280979,149.3095741,0.0,0.0
43,0.00103939,0.635196239,459.826761,0.0,0.0
44,444.7604177,24.00134234,67.7171363,0.0,0.0
45,312.8865038,2.77331736,574.0726571,0.0,0.0
46,0.177533694,23.87926565,7.150501426,1.0,1.0
47,0.946220249,175.0756746,0.01245907,1.0,1.0
48,9.788829955,0.079087381,2.681971994,1.0,1.0
49,284.8612367,1.226272463,381.715782,0.0,0.0
50,0.007261353,67.80015992,0.005506966,1.0,1.0
51,53.55195693,12.39375916,0.004771805,1.0,1.0
52,0.102606651,0.447003133,0.009091959,1.0,1.0
53,0.005688774,32.90511436,250.9143506,0.0,0.0
54,130.37607107767764,0.028559181919509555,19.329525269034573,0.0,0.0
55,0.854713022,36.69085502,17.77710664,1.0,1.0
56,746.4747129,8.227223006,0.002439647,0.0,0.0
57,3.127329572,4.253866389,398.8666941,0.0,0.0
58,0.019475533,17.17762639,0.060585609,1.0,1.0
59,0.060184206,6.955322535,25.73418295,0.0,0.0
60,189.3605649,0.258395003,55.90018719,0.0,0.0
61,79.66180641,0.209390872,0.009120001,0.0,0.0
62,0.049581559,4.089311197,1.728172063,1.0,1.0
63,0.014864289907536979,0.0320256683392977,149.690107381341,0.0,0.0
64,12.53278662,49.95743937,2.274362491,1.0,1.0
65,0.430608378,0.100781096,0.07027055,1.0,1.0
66,0.112698716,0.04762642,1.115463352,1.0,1.0
67,0.15032867429664537,4.905352291732899,38.66724307463602,0.0,0.0
68,0.012489992,0.642696596,15.81194907,1.0,1.0
69,25.43967394,0.443207827,0.006524046,0.0,0.0
70,5.12141812,0.093797088,0.004177674,1.0,1.0
71,0.436980807,150.4545484,0.006979141,1.0,1.0
72,0.573833167,0.534696657,0.082274525,1.0,1.0
73,0.004121311,4.712378877,0.011024708,1.0,1.0
74,48.05731149,1.337322828,0.717094899,0.0,0.0
75,0.008456397484952055,0.18490177089771673,254.2106034624813,0.0,0.0
76,0.012285313,0.034879528,12.35421211,1.0,1.0
77,442.0796464,0.018140094,0.019602472,0.0,0.0
78,116.8222423,0.359147914,14.19109513,0.0,0.0
79,22.07022294,10.21449534,0.085368391,1.0,1.0
80,0.003912463,17.90848551,0.09930841,1.0,1.0
81,0.018643825,0.025447882,0.019522367,1.0,1.0
82,0.016533671,1.050341219,43.51462747,0.0,0.0
83,973.1719798,8.083699934,131.0113784,0.0,0.0
84,8.220093914,40.92218655,41.11853761,0.0,0.0
85,0.024189615,17.50874209,0.050004771,1.0,1.0
86,0.322768561,1.079753619,0.001066885,1.0,1.0
87,343.899851,6.139679577,0.028410252,0.0,0.0
88,142.3363374,3.039696483,200.0359754,0.0,0.0
89,0.004182767,0.036132825,0.001418109,1.0,1.0
90,0.007642098234986391,0.29432760655451223,343.34962916908967,0.0,0.0
91,114.6012793,5.317730399,0.028394856,0.0,0.0
92,11.8687648,0.036457094,10.22104567,0.0,1.0
93,6.643048633,86.19864516,4.083289501,1.0,1.0
94,4.220608156,23.08140061,2.331652408,1.0,1.0
95,8.64110575,6.643841427,0.389061452,1.0,1.0
96,0.004183689,229.4046896,17.97232374,1.0,1.0
97,26.94241613,2.480011397,0.165598645,0.0,0.0
98,3.52128339,91.14127687,10.10726466,1.0,1.0
99,42.18521625,0.018730252,3.535123991,0.0,0.0
100,0.028531866,65.29845602,3.617580786,1.0,1.0
101,0.318913168,1.310055241,0.060128332,1.0,1.0
102,0.580851755,9.71751521,0.004082047,1.0,1.0
103,2.283606667,0.197638142,0.001392566,1.0,1.0
104,0.012415174,0.040750427,0.377648416,1.0,1.0
